,File,School,Field,Year,File_Path,Maori_words
12,affordance-based_evaluation_of_signage_design_for_areas_of_refuge_2016.pdf,SBE,Building_Technology,2016,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2016\affordance-based_evaluation_of_signage_design_for_areas_of_refuge_2016.pdf,"Tatano,ame,aOWeU,te,Ao,aOea"
13,an_evacuation_decision_model_based_on_perceived_risk_social_influence_and_behavioural_uncertainty_2016.pdf,SBE,Building_Technology,2016,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2016\an_evacuation_decision_model_based_on_perceived_risk_social_influence_and_behavioural_uncertainty_2016.pdf,"Retana,Reneke"
14,application_of_the_ordered_logit_model_to_optimising_frangi_filter_parameters_for_segmentation_of_perivascular_spaces_2016.pdf,SBE,Building_Technology,2016,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2016\application_of_the_ordered_logit_model_to_optimising_frangi_filter_parameters_for_segmentation_of_perivascular_spaces_2016.pdf,MIUA
15,a_dynamic_approach_for_the_impact_of_a_toxic_gas_dispersion_hazard_considering_human_behaviour_and_dispersion_modelling_2016.pdf,SBE,Building_Technology,2016,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2016\a_dynamic_approach_for_the_impact_of_a_toxic_gas_dispersion_hazard_considering_human_behaviour_and_dispersion_modelling_2016.pdf,"Nieto,Rota,Reneke,automata,EEA,pone"
16,a_mixed_logit_model_for_predicting_exit_choice_during_building_evacuations_2016.pdf,SBE,Building_Technology,2016,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2016\a_mixed_logit_model_for_predicting_exit_choice_during_building_evacuations_2016.pdf,"moke,Reneke,uo,animate,Ngene"
17,a_review_of_manual_wheelchairs_2016.pdf,SBE,Building_Technology,2016,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2016\a_review_of_manual_wheelchairs_2016.pdf,"Nationa,ahome,Noreau"
18,a_sensitivity_analysis_of_a_hospital_evacuation_in_case_of_fire_2016.pdf,SBE,Building_Technology,2016,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2016\a_sensitivity_analysis_of_a_hospital_evacuation_in_case_of_fire_2016.pdf,"Te,te,nierie,rahouti,Uehara,Rahouti"
19,a_study_of_herding_behaviour_in_exit_choice_during_emergencies_based_on_random_utility_theory_2016.pdf,SBE,Building_Technology,2016,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2016\a_study_of_herding_behaviour_in_exit_choice_during_emergencies_based_on_random_utility_theory_2016.pdf,"ata,Reneke,AI,automata,iterature"
20,a_virtual_reality_experiment_on_flashing_lights_at_emergency_exit_portals_for_road_tunnel_evacuation_2016.pdf,SBE,Building_Technology,2016,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2016\a_virtual_reality_experiment_on_flashing_lights_at_emergency_exit_portals_for_road_tunnel_evacuation_2016.pdf,"kare,ToA"
21,pros_and_cons_of_egress_drills_2016.pdf,SBE,Building_Technology,2016,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2016\pros_and_cons_of_egress_drills_2016.pdf,
22,an_immersive_serious_game_for_firefighting_and_evacuation_training_in_healthcare_facilities_2017.pdf,SBE,Building_Technology,2017,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2017\an_immersive_serious_game_for_firefighting_and_evacuation_training_in_healthcare_facilities_2017.pdf,"Iwaka,rahouti,Morimoto,Inoue,Rahouti"
23,a_humanoid_kicking_robot_2017.pdf,SBE,Building_Technology,2017,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2017\a_humanoid_kicking_robot_2017.pdf,
24,coverage_of_apple_surface_for_adequate_machine_vision_inspection_2017.pdf,SBE,Building_Technology,2017,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2017\coverage_of_apple_surface_for_adequate_machine_vision_inspection_2017.pdf,rotati
25,dissuasive_exit_signage_for_building_fire_evacuation_2017.pdf,SBE,Building_Technology,2017,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2017\dissuasive_exit_signage_for_building_fire_evacuation_2017.pdf,"Reneke,miare,ai,noti"
26,perivascular_spaces_segmentation_in_brain_mri_using_optimal_3d_filtering_2017.pdf,SBE,Building_Technology,2017,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2017\perivascular_spaces_segmentation_in_brain_mri_using_optimal_3d_filtering_2017.pdf,"Hou,TE"
27,simulating_assisted_evacuation_using_unity3d_2017.pdf,SBE,Building_Technology,2017,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2017\simulating_assisted_evacuation_using_unity3d_2017.pdf,"ahouti,nierie,rahouti,Uehara,Rahouti"
28,the_need_for_enhancing_earthquake_evacuee_safety_by_using_virtual_reality_serious_games_2017.pdf,SBE,Building_Technology,2017,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2017\the_need_for_enhancing_earthquake_evacuee_safety_by_using_virtual_reality_serious_games_2017.pdf,"Rete,whi,ture,mea,ea"
29,a_review_2018.pdf,SBE,Building_Technology,2018,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2018\a_review_2018.pdf,"Niu,Rainio,Kuo,neuro,ao,Autonomo,AI,Atia,roihu,autonomou,IEE,autono,mee,ai,autonomo"
30,calibrating_cellular_automaton_models_for_pedestrians_walking_through_corners_2018.pdf,SBE,Building_Technology,2018,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2018\calibrating_cellular_automaton_models_for_pedestrians_walking_through_corners_2018.pdf,"automata,Kimura,Automata"
31,clinical_validation_of_automatic_quantitative_measurements_of_perivascular_spaces_in_older_age_mri_brain_data_2018.pdf,SBE,Building_Technology,2018,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2018\clinical_validation_of_automatic_quantitative_measurements_of_perivascular_spaces_in_older_age_mri_brain_data_2018.pdf,
32,immersive_virtual_reality_serious_games_for_evacuation_training_and_research_2018.pdf,SBE,Building_Technology,2018,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2018\immersive_virtual_reality_serious_games_for_evacuation_training_and_research_2018.pdf,"pape,Neira,ere,Aoki,Eme"
33,investigating_pedestrian_navigation_in_indoor_open_space_environments_using_big_data_2018.pdf,SBE,Building_Technology,2018,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2018\investigating_pedestrian_navigation_in_indoor_open_space_environments_using_big_data_2018.pdf,"Tiwari,Te,Peri,Pai,automata,Tanaka,Mahato,Hepara,Kuwahara"
34,people_choice_modelling_for_evacuation_of_tall_buildings_2018.pdf,SBE,Building_Technology,2018,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2018\people_choice_modelling_for_evacuation_of_tall_buildings_2018.pdf,"Reneke,Torero,ata,Omori"
35,prototyping_virtual_reality_serious_games_for_earthquake_preparedness_2018.pdf,SBE,Building_Technology,2018,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2018\prototyping_virtual_reality_serious_games_for_earthquake_preparedness_2018.pdf,"ine,roa,Koike,Miura,Rooke,aei,te,animate,Māori,Takimoto,ome,Rahouti"
36,queue_formation_and_evacuation_modelling_in_road_tunnels_during_fires_2018.pdf,SBE,Building_Technology,2018,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2018\queue_formation_and_evacuation_modelling_in_road_tunnels_during_fires_2018.pdf,"Reneke,AI,te,ITE,Taoka,Paramete"
37,a_modelling_framework_for_householder_decision_making_for_wildfire_emergencies_2019.pdf,SBE,Building_Technology,2019,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2019\a_modelling_framework_for_householder_decision_making_for_wildfire_emergencies_2019.pdf,"riate,Reneke,tute,enginee,ome,aime,TE,ue,Kou,Opie,te,PII,Urata,WUI,uite,whe,ime,hou,Ike,ariate"
38,a_pre_evacuation_database_for_use_in_egress_simulations_2019.pdf,SBE,Building_Technology,2019,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2019\a_pre_evacuation_database_for_use_in_egress_simulations_2019.pdf,"iEi,Pineau,meanitiEi,Retana,Reneke,IKEA"
39,computational_quantification_of_brain_perivascular_space_morphologies_2019.pdf,SBE,Building_Technology,2019,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2019\computational_quantification_of_brain_perivascular_space_morphologies_2019.pdf,"ome,ere,Akaike,PII,pone,URE,Neto"
40,corrigendum_to_a_pre_evacuation_database_for_use_in_egress_simulations_2019.pdf,SBE,Building_Technology,2019,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2019\corrigendum_to_a_pre_evacuation_database_for_use_in_egress_simulations_2019.pdf,IKEA
41,mobile_powered_head_mounted_displays_vs_cave_automatic_virtual_environment_experiments_for_evacuation_research_2019.pdf,SBE,Building_Technology,2019,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2019\mobile_powered_head_mounted_displays_vs_cave_automatic_virtual_environment_experiments_for_evacuation_research_2019.pdf,
42,modeling_and_simulation_of_pedestrian_movement_planning_around_corners_2019.pdf,SBE,Building_Technology,2019,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2019\modeling_and_simulation_of_pedestrian_movement_planning_around_corners_2019.pdf,"mane,Renato,Okamoto,Kawato,automata,ai"
43,prediction_of_kiwifruit_orchard_characteristics_from_satellite_images_2019.pdf,SBE,Building_Technology,2019,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2019\prediction_of_kiwifruit_orchard_characteristics_from_satellite_images_2019.pdf,"Katikati,Inoue,Huete,Moreira,Te,retina,Maunganui,Puke,Tauranga"
44,proposing_behavior_oriented_strategies_for_earthquake_emergency_evacuation_2019.pdf,SBE,Building_Technology,2019,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2019\proposing_behavior_oriented_strategies_for_earthquake_emergency_evacuation_2019.pdf,"Amini,Mora,rema,ini,rini,eme,Keio,ino,te,aei,Inoue"
45,the_impact_of_sampling_methods_on_evacuation_model_convergence_and_egress_time_2019.pdf,SBE,Building_Technology,2019,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2019\the_impact_of_sampling_methods_on_evacuation_model_convergence_and_egress_time_2019.pdf,"Teo,ANO,Kimura,Reneke,ime,te,ure,pate,ture,ria,TETE"
46,towards_microscopic_calibration_of_pedestrian_simulation_models_using_open_trajectory_data_sets_2019.pdf,SBE,Building_Technology,2019,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2019\towards_microscopic_calibration_of_pedestrian_simulation_models_using_open_trajectory_data_sets_2019.pdf,"ute,Nakano"
47,an_immersive_virtual_reality_serious_game_to_enhance_earthquake_behavioral_responses_and_post_earthquake_evacuation_preparedness_in_buildings_2020.pdf,SBE,Building_Technology,2020,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2020\an_immersive_virtual_reality_serious_game_to_enhance_earthquake_behavioral_responses_and_post_earthquake_evacuation_preparedness_in_buildings_2020.pdf,"eme,Te,ame,ere,Pereira,Roo,Ara,iate,Moreno,ingame,Neto"
48,an_online_survey_of_pedestrian_evacuation_model_usage_and_users_2020.pdf,SBE,Building_Technology,2020,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2020\an_online_survey_of_pedestrian_evacuation_model_usage_and_users_2020.pdf,"Nore,Teo,automa,Torero,onI,wareI,Reneke,aei,RiMEA"
49,augmented_reality_for_pedestrian_evacuation_research_2020.pdf,SBE,Building_Technology,2020,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2020\augmented_reality_for_pedestrian_evacuation_research_2020.pdf,"Nemoto,Kitamura,nimo,Kawai,URAI,Iwaka,Kato,oai,Tanimura,Reneke,Nakatani,aei,Inoue,pone,Mikami"
50,calibrating_the_wildfire_decision_model_using_hybrid_choice_modelling_2020.pdf,SBE,Building_Technology,2020,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2020\calibrating_the_wildfire_decision_model_using_hybrid_choice_modelling_2020.pdf,"Reneke,WUI"
51,characteristics_of_small_accidental_fires_in_new_zealand_dwellings_2020.pdf,SBE,Building_Technology,2020,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2020\characteristics_of_small_accidental_fires_in_new_zealand_dwellings_2020.pdf,"Potangaroa,kāhui,kauri,Irani,aeaoa,mimeo,Te,Hamani,HIRA,Rotorua,Emeka,EA,renene,Aotearoa,iene,Amore,Panuku,Tanaka,Kakitahi,IEA,Kua,Putu,Petone,Pou,Wakita,Atie,urenio,ea,Motu,Merino,Otakaro,emanate,Nuria,Huia,Mani,Mua,AHURI,wou,maa,Nawawi,opine,Wengui,Rotimi,AI,RII,Waitakere,Wiri,Rino,Akoma,Makerere,Memari,Ara,Maori,ina,Oionomou,Ikau,Porirua,Mangere,Urenio,Moreno,Rohe,Hou,Kaka,Kumara,Ngā,Ngai,Hirai,Tawie,Nakamoto,Hao,Tumi,Mei,Romo,Hoai,Waikato,Nakamato,Makaremi,Ngowi,Māori,Oikonomou,pone,Kiwi,Waimairi,Ani"
52,comparing_the_effectiveness_of_fire_extinguisher_virtual_reality_and_video_training_2020.pdf,SBE,Building_Technology,2020,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2020\comparing_the_effectiveness_of_fire_extinguisher_virtual_reality_and_video_training_2020.pdf,"HONE,aei,Rahouti,Inoue"
53,computational_quantification_of_brain_perivascular_space_morphologies_2020.pdf,SBE,Building_Technology,2020,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2020\computational_quantification_of_brain_perivascular_space_morphologies_2020.pdf,"pone,Akaike"
54,evacuation_data_from_a_hospital_outpatient_drill_the_case_study_of_north_shore_hospital_2020.pdf,SBE,Building_Technology,2020,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2020\evacuation_data_from_a_hospital_outpatient_drill_the_case_study_of_north_shore_hospital_2020.pdf,"Waitemata,aitemata,ime,hori,rahouti,Rahouti"
55,exposed_2020.pdf,SBE,Building_Technology,2020,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2020\exposed_2020.pdf,"Rimea,rimea,Eti,Reneke,Mawani,ito,Moreno,eti"
56,glass_curtain_wall_technology_and_sustainability_in_commercial_buildings_in_auckland_new_zealand_2020.pdf,SBE,Building_Technology,2020,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2020\glass_curtain_wall_technology_and_sustainability_in_commercial_buildings_in_auckland_new_zealand_2020.pdf,"ene,ine,automa,uti,ime,ere"
57,how_people_make_decisions_during_earthquakes_and_post_earthquake_evacuation_2020.pdf,SBE,Building_Technology,2020,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2020\how_people_make_decisions_during_earthquakes_and_post_earthquake_evacuation_2020.pdf,Pineau
58,human_behaviour_during_a_healthcare_facility_evacuation_drills_2020.pdf,SBE,Building_Technology,2020,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2020\human_behaviour_during_a_healthcare_facility_evacuation_drills_2020.pdf,"Kahui,Pineau,Manaaki,UA,UANA,UAHI,rahouti,Rahoutia,Rahouti,aare,Ai"
59,modeling_evacuation_behavior_in_the_2019_kincade_fire_sonoma_county_california_2020.pdf,SBE,Building_Technology,2020,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2020\modeling_evacuation_behavior_in_the_2019_kincade_fire_sonoma_county_california_2020.pdf,"ama,WUI,Kaiai"
60,modelling_and_interpreting_pre_evacuation_decision_making_using_machine_learning_2020.pdf,SBE,Building_Technology,2020,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2020\modelling_and_interpreting_pre_evacuation_decision_making_using_machine_learning_2020.pdf,"Automata,Retana,Reneke,Mauri,aei"
61,modelling_evacuation_decision_making_in_the_2016_chimney_tops_2_fire_in_gatlinburg_tn_2020.pdf,SBE,Building_Technology,2020,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2020\modelling_evacuation_decision_making_in_the_2016_chimney_tops_2_fire_in_gatlinburg_tn_2020.pdf,"Opie,moke,ute,ime,Omori,WUI,ina"
62,retinal_biomarkers_discovery_for_cerebral_small_vessel_disease_in_an_older_population_2020.pdf,SBE,Building_Technology,2020,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2020\retinal_biomarkers_discovery_for_cerebral_small_vessel_disease_in_an_older_population_2020.pdf,"REtina,MIUA,retina,Retina,APA"
63,using_artificial_intelligence_for_safe_and_effective_wildfire_evacuations_2020.pdf,SBE,Building_Technology,2020,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2020\using_artificial_intelligence_for_safe_and_effective_wildfire_evacuations_2020.pdf,"AI,WUI,Opie"
64,validity_and_reliability_of_life_cycle_assessment_2020.pdf,SBE,Building_Technology,2020,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2020\validity_and_reliability_of_life_cycle_assessment_2020.pdf,"Moreira,Kaikoura,EIOA,Mea,Waikato,ture,mea,Tatua"
65,virtual_and_augmented_reality_for_human_behaviour_in_disasters_2020.pdf,SBE,Building_Technology,2020,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2020\virtual_and_augmented_reality_for_human_behaviour_in_disasters_2020.pdf,"Nemoto,Kitamura,Kawai,Iwaka,Tanimura,ame,Nakatani,te,aei,AI,Morimoto,Inoue,huma,Rahouti,Rou"
66,analysis_of_the_stochastic_excursions_of_tumbling_apples_2021.pdf,SBE,Building_Technology,2021,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2021\analysis_of_the_stochastic_excursions_of_tumbling_apples_2021.pdf,"Munera,retina"
67,case_studies_of_large_outdoor_fires_involving_evacuation_2021.pdf,SBE,Building_Technology,2021,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2021\case_studies_of_large_outdoor_fires_involving_evacuation_2021.pdf,"nia,Wea,Weerite,Rino,nea,ino,EME,WEA,humi,ea,Ramona,roa,Arango,haipo,IPA,meu,Wikiu,ura,Nima,te,ere,WUI,Ange,nume,WAPA,nee,operati,ite,Naramata,Roa,pare,PIO,rapi"
68,investigating_evacuation_behaviour_in_retirement_facilities_2021.pdf,SBE,Building_Technology,2021,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2021\investigating_evacuation_behaviour_in_retirement_facilities_2021.pdf,"Reneke,Rahouti"
69,investigating_exit_choice_in_built_environment_evacuation_combining_immersive_virtual_reality_and_discrete_choice_modelling_2021.pdf,SBE,Building_Technology,2021,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2021\investigating_exit_choice_in_built_environment_evacuation_combining_immersive_virtual_reality_and_discrete_choice_modelling_2021.pdf,"AEI,AI,aei,Rahouti,Ngene"
70,investigating_office_buildings_evacuations_using_unannounced_fire_drills_2021.pdf,SBE,Building_Technology,2021,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2021\investigating_office_buildings_evacuations_using_unannounced_fire_drills_2021.pdf,"Tiwari,Pineau,Reneke,ahouti,Ono,ame,Huo,Rahouti"
71,investigating_personalized_exit_choice_behavior_in_fire_accidents_using_the_hierarchical_bayes_estimator_of_the_random_coefficient_logit_model_2021.pdf,SBE,Building_Technology,2021,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2021\investigating_personalized_exit_choice_behavior_in_fire_accidents_using_the_hierarchical_bayes_estimator_of_the_random_coefficient_logit_model_2021.pdf,"ute,Peeta,hetero"
72,prototyping_and_testing_a_virtual_reality_counterterrorism_serious_game_for_active_shooting_2021.pdf,SBE,Building_Technology,2021,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2021\prototyping_and_testing_a_virtual_reality_counterterrorism_serious_game_for_active_shooting_2021.pdf,"AEI,Etopio,Oikonomou,Kaimara,Rahouti"
73,prototyping_and_validating_a_non_immersive_virtual_reality_serious_game_for_healthcare_fire_safety_training_2021.pdf,SBE,Building_Technology,2021,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2021\prototyping_and_validating_a_non_immersive_virtual_reality_serious_game_for_healthcare_fire_safety_training_2021.pdf,"Inga,TE,Amato,ahouti,AI,aei,animate,ingame,EA,Rahouti"
74,simulating_metro_station_evacuation_using_three_agent_based_exit_choice_models_2021.pdf,SBE,Building_Technology,2021,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2021\simulating_metro_station_evacuation_using_three_agent_based_exit_choice_models_2021.pdf,"Uri,Hao,Reneke,ame,automata,Arai,Keane"
75,the_response_of_sleeping_adults_to_smoke_alarm_signals_in_the_evacuation_decision_model_2021.pdf,SBE,Building_Technology,2021,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2021\the_response_of_sleeping_adults_to_smoke_alarm_signals_in_the_evacuation_decision_model_2021.pdf,"Retana,awoke,Reneke,Nakano"
76,automation_in_fire_safety_engineering_using_bim_and_generative_design_2022.pdf,SBE,Building_Technology,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2022\automation_in_fire_safety_engineering_using_bim_and_generative_design_2022.pdf,"Miro,Rahouti"
77,a_highway_vehicle_routing_dataset_during_the_2019_kincade_fire_evacuation_2022.pdf,SBE,Building_Technology,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2022\a_highway_vehicle_routing_dataset_during_the_2019_kincade_fire_evacuation_2022.pdf,
78,a_non_immersive_virtual_reality_serious_game_application_for_flood_safety_training_2022.pdf,SBE,Building_Technology,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2022\a_non_immersive_virtual_reality_serious_game_application_for_flood_safety_training_2022.pdf,"ope,Romano,uniroma,aei,automata,waterI,Rahouti"
79,a_pre_evacuation_study_using_data_from_evacuation_drills_and_false_alarm_evacuations_in_a_university_library_2022.pdf,SBE,Building_Technology,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2022\a_pre_evacuation_study_using_data_from_evacuation_drills_and_false_alarm_evacuations_in_a_university_library_2022.pdf,"Reneke,popu,Rahouti,automati"
80,Behavioural_design_based_risk_assessment_and_mitigation_against_floods_in_historical_urban_built_environment_2022.pdf,SBE,Building_Technology,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Building_Technology\2022\Behavioural_design_based_risk_assessment_and_mitigation_against_floods_in_historical_urban_built_environment_2022.pdf,"Pio,Renato,Romeu,eho,uniroma,Pereira,Ara,ieta,Rui,Romano,aei,Maia,Mora,nio,uare,Nuno,Moreira,enario,Renata,Mari,Morena"
